stable_usage_key,choice_priority,reference_normalized,response_text,resolution_status,display_edition,nigeria_selection_id,nigeria_text,nigeria_source_url,rsvce_selection_id,rsvce_text,rsvce_source_url,nabre_selection_id,nabre_text,nabre_source_url,douay_rheims_text,douay_rheims_source_url
NG|celebration|albert_the_great|day||,7,"ps89:1-2,3-4,20-21,24+26",For ever I will sing the goodness of the Lord.,fallback,Catholic Daily RSVCE,,,,local_rsvce:expanded:556f9b30cb1e8359,"R/. For ever I will sing the goodness of the Lord.

I will sing of thy steadfast love, O LORD, for ever; with my mouth I will proclaim thy faithfulness to all generations. For thy steadfast love was established for ever, thy faithfulness is firm as the heavens.

R/. For ever I will sing the goodness of the Lord.

For thy steadfast love was established for ever, thy faithfulness is firm as the heavens. Thou hast said,""I have made a covenant with my chosen one, I have sworn to David my servant:

R/. For ever I will sing the goodness of the Lord.

Of old thou didst speak in a vision to thy faithful one,and say: ""I have set the crown upon one who is mighty, I have exalted one chosen from the people. I have found David, my servant; with my holy oil I have anointed him;

R/. For ever I will sing the goodness of the Lord.

I will crush his foes before him and strike down those who hate him. I will set his hand on the sea and his right hand on the rivers.

R/. For ever I will sing the goodness of the Lord.",repo://C:/dev/catholicdaily-flutter/assets/rsvce.db,local_nabre:expanded:556f9b30cb1e8359,"R/. For ever I will sing the goodness of the Lord.

Psalm 89 A Lament over God’s Promise to David - A maskil of Ethan the Ezrahite. I will sing of your mercy forever, LORD proclaim your faithfulness through all ages.

R/. For ever I will sing the goodness of the Lord.

For I said, “My mercy is established forever; my faithfulness will stand as long as the heavens. I have made a covenant with my chosen one; I have sworn to David my servant:

R/. For ever I will sing the goodness of the Lord.

Then you spoke in vision; to your faithful ones you said: “I have set a leader over the warriors; I have raised up a chosen one from the people. I have chosen David, my servant; with my holy oil I have anointed him.

R/. For ever I will sing the goodness of the Lord.

I will crush his foes before him, strike down those who hate him. I will set his hand upon the sea, his right hand upon the rivers.

R/. For ever I will sing the goodness of the Lord.",repo://C:/dev/catholicdaily-flutter/assets/nabre.db,,
NG|celebration|albert_the_great|day||,8,"ps96:1-2a,2b-3,7-8a,10",Proclaim God’s marvellous deeds to all the nations.,fallback,Catholic Daily RSVCE,,,,ps96_1_2a_2b_3_7_8a_10,"R/. Proclaim God’s marvellous deeds to all the nations.

O sing to the LORD a new song; sing to the LORD, all the earth! Sing to the LORD, bless his name; tell of his salvation from day to day.

R/. Proclaim God’s marvellous deeds to all the nations.

Sing to the LORD, bless his name; tell of his salvation from day to day. Declare his glory among the nations, his marvelous works among all the peoples!

R/. Proclaim God’s marvellous deeds to all the nations.

Ascribe to the LORD, O families of the peoples, ascribe to the LORD glory and strength! Ascribe to the LORD the glory due his name; bring an offering, and come into his courts!

R/. Proclaim God’s marvellous deeds to all the nations.

Say among the nations, ""The LORD reigns!Yea, the world is established, it shall never be moved; he will judge the peoples with equity.""

R/. Proclaim God’s marvellous deeds to all the nations.",repo://assets/rsvce.db,ps96_1_2a_2b_3_7_8a_10,"R/. Proclaim God’s marvellous deeds to all the nations.

Psalm 96 God of the Universe I - Sing to the LORD a new song; sing to the LORD, all the earth. Sing to the LORD, bless his name; proclaim his salvation day after day.

R/. Proclaim God’s marvellous deeds to all the nations.

Sing to the LORD, bless his name; proclaim his salvation day after day. Tell his glory among the nations; among all peoples, his marvelous deeds.

R/. Proclaim God’s marvellous deeds to all the nations.

Give to the LORD, you families of nations, give to the LORD glory and might; give to the LORD the glory due his name! Bring gifts and enter his courts;

R/. Proclaim God’s marvellous deeds to all the nations.

declare among the nations: The LORD is king. The world will surely stand fast, never to be shaken. He rules the peoples with fairness.

R/. Proclaim God’s marvellous deeds to all the nations.",repo://assets/nabre.db,,
NG|celebration|all_saints|day|A|,1,"ps24:1bc-2,3-4ab,5-6","Lord, this is the people that longs to see your face.",reconstructed_nigeria,Catholic Missal for Nigeria,ng:reconstructed:a6e2824d0bfd8a27,"R/. Lord, this is the people that longs to see your face.

The Lord’s is the earth and its fullness,
the world, and all who dwell in it.
It is he who set it on the seas;
on the rivers he made it firm.

R/. Lord, this is the people that longs to see your face.

Who shall climb the mountain of the Lord?
Who shall stand in his holy place?
The clean of hands and pure of heart,
whose soul is not set on vain things.

R/. Lord, this is the people that longs to see your face.

Blessings from the Lord shall he receive,
and right reward from the God who saves him.
Such are the people who seek him,
who seek the face of the God of Jacob.

R/. Lord, this is the people that longs to see your face.",repo://verification/psalm_sources/nigeria_complete_liturgical_coverage.csv,ps24_1bc_2_3_4ab_5_6,"R/. Lord, this is the people that longs to see your face.

The earth is the LORD's and the fulness thereof, the world and those who dwell therein; for he has founded it upon the seas, and established it upon the rivers.

R/. Lord, this is the people that longs to see your face.

Who shall ascend the hill of the LORD? And who shall stand in his holy place? He who has clean hands and a pure heart,who does not lift up his soul to what is false, and does not swear deceitfully.

R/. Lord, this is the people that longs to see your face.

He will receive blessing from the LORD, and vindication from the God of his salvation. Such is the generation of those who seek him, who seek the face of the God of Jacob.  [Selah]

R/. Lord, this is the people that longs to see your face.",repo://assets/rsvce.db,ps24_1bc_2_3_4ab_5_6,"R/. Lord, this is the people that longs to see your face.

Psalm 24 The Glory of God in Procession to Zion - A psalm of David. I - The earth is the LORD’s and all it holds, the world and those who dwell in it. For he founded it on the seas, established it over the rivers.

R/. Lord, this is the people that longs to see your face.

Who may go up the mountain of the LORD? Who can stand in his holy place? “The clean of hand and pure of heart, who has not given his soul to useless things, what is vain.

R/. Lord, this is the people that longs to see your face.

He will receive blessings from the LORD, and justice from his saving God. Such is the generation that seeks him, that seeks the face of the God of Jacob.” Selah

R/. Lord, this is the people that longs to see your face.",repo://assets/nabre.db,,
NG|celebration|all_saints|day|B|,1,"ps24:1bc-2,3-4ab,5-6","Lord, this is the people that longs to see your face.",reconstructed_nigeria,Catholic Missal for Nigeria,ng:reconstructed:a6e2824d0bfd8a27,"R/. Lord, this is the people that longs to see your face.

The Lord’s is the earth and its fullness,
the world, and all who dwell in it.
It is he who set it on the seas;
on the rivers he made it firm.

R/. Lord, this is the people that longs to see your face.

Who shall climb the mountain of the Lord?
Who shall stand in his holy place?
The clean of hands and pure of heart,
whose soul is not set on vain things.

R/. Lord, this is the people that longs to see your face.

Blessings from the Lord shall he receive,
and right reward from the God who saves him.
Such are the people who seek him,
who seek the face of the God of Jacob.

R/. Lord, this is the people that longs to see your face.",repo://verification/psalm_sources/nigeria_complete_liturgical_coverage.csv,ps24_1bc_2_3_4ab_5_6,"R/. Lord, this is the people that longs to see your face.

The earth is the LORD's and the fulness thereof, the world and those who dwell therein; for he has founded it upon the seas, and established it upon the rivers.

R/. Lord, this is the people that longs to see your face.

Who shall ascend the hill of the LORD? And who shall stand in his holy place? He who has clean hands and a pure heart,who does not lift up his soul to what is false, and does not swear deceitfully.

R/. Lord, this is the people that longs to see your face.

He will receive blessing from the LORD, and vindication from the God of his salvation. Such is the generation of those who seek him, who seek the face of the God of Jacob.  [Selah]

R/. Lord, this is the people that longs to see your face.",repo://assets/rsvce.db,ps24_1bc_2_3_4ab_5_6,"R/. Lord, this is the people that longs to see your face.

Psalm 24 The Glory of God in Procession to Zion - A psalm of David. I - The earth is the LORD’s and all it holds, the world and those who dwell in it. For he founded it on the seas, established it over the rivers.

R/. Lord, this is the people that longs to see your face.

Who may go up the mountain of the LORD? Who can stand in his holy place? “The clean of hand and pure of heart, who has not given his soul to useless things, what is vain.

R/. Lord, this is the people that longs to see your face.

He will receive blessings from the LORD, and justice from his saving God. Such is the generation that seeks him, that seeks the face of the God of Jacob.” Selah

R/. Lord, this is the people that longs to see your face.",repo://assets/nabre.db,,
NG|celebration|all_saints|day|C|,1,"ps24:1bc-2,3-4ab,5-6","Lord, this is the people that longs to see your face.",reconstructed_nigeria,Catholic Missal for Nigeria,ng:reconstructed:a6e2824d0bfd8a27,"R/. Lord, this is the people that longs to see your face.

The Lord’s is the earth and its fullness,
the world, and all who dwell in it.
It is he who set it on the seas;
on the rivers he made it firm.

R/. Lord, this is the people that longs to see your face.

Who shall climb the mountain of the Lord?
Who shall stand in his holy place?
The clean of hands and pure of heart,
whose soul is not set on vain things.

R/. Lord, this is the people that longs to see your face.

Blessings from the Lord shall he receive,
and right reward from the God who saves him.
Such are the people who seek him,
who seek the face of the God of Jacob.

R/. Lord, this is the people that longs to see your face.",repo://verification/psalm_sources/nigeria_complete_liturgical_coverage.csv,ps24_1bc_2_3_4ab_5_6,"R/. Lord, this is the people that longs to see your face.

The earth is the LORD's and the fulness thereof, the world and those who dwell therein; for he has founded it upon the seas, and established it upon the rivers.

R/. Lord, this is the people that longs to see your face.

Who shall ascend the hill of the LORD? And who shall stand in his holy place? He who has clean hands and a pure heart,who does not lift up his soul to what is false, and does not swear deceitfully.

R/. Lord, this is the people that longs to see your face.

He will receive blessing from the LORD, and vindication from the God of his salvation. Such is the generation of those who seek him, who seek the face of the God of Jacob.  [Selah]

R/. Lord, this is the people that longs to see your face.",repo://assets/rsvce.db,ps24_1bc_2_3_4ab_5_6,"R/. Lord, this is the people that longs to see your face.

Psalm 24 The Glory of God in Procession to Zion - A psalm of David. I - The earth is the LORD’s and all it holds, the world and those who dwell in it. For he founded it on the seas, established it over the rivers.

R/. Lord, this is the people that longs to see your face.

Who may go up the mountain of the LORD? Who can stand in his holy place? “The clean of hand and pure of heart, who has not given his soul to useless things, what is vain.

R/. Lord, this is the people that longs to see your face.

He will receive blessings from the LORD, and justice from his saving God. Such is the generation that seeks him, that seeks the face of the God of Jacob.” Selah

R/. Lord, this is the people that longs to see your face.",repo://assets/nabre.db,,
NG|celebration|all_saints|day||,1,"ps24:1-2,3-4ab,5-6","These are the people who seek your face, O Lord.",exact_nigeria,Catholic Missal for Nigeria,ng:2026-10-23:responsorial-psalm:1,"R/. These are the people who seek your face, O Lord.

The Lord’s is the earth and its fullness,
the world, and all who dwell in it.
It is he who set it on the seas;
on the rivers he made it firm.

R/. These are the people who seek your face, O Lord.

Who shall climb the mountain of the Lord?
Who shall stand in his holy place?
The clean of hands and pure of heart,
whose soul is not set on vain things.

R/. These are the people who seek your face, O Lord.

Blessings from the Lord shall he receive,
and right reward from the God who saves him.
Such are the people who seek him,
who seek the face of the God of Jacob.

R/. These are the people who seek your face, O Lord.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps24_1_2_3_4ab_5_6,"R/. These are the people who seek your face, O Lord.

The earth is the LORD's and the fulness thereof, the world and those who dwell therein; for he has founded it upon the seas, and established it upon the rivers.

R/. These are the people who seek your face, O Lord.

Who shall ascend the hill of the LORD? And who shall stand in his holy place? He who has clean hands and a pure heart,who does not lift up his soul to what is false, and does not swear deceitfully.

R/. These are the people who seek your face, O Lord.

He will receive blessing from the LORD, and vindication from the God of his salvation. Such is the generation of those who seek him, who seek the face of the God of Jacob.  [Selah]

R/. These are the people who seek your face, O Lord.",repo://assets/rsvce.db,ps24_1_2_3_4ab_5_6,"R/. These are the people who seek your face, O Lord.

Psalm 24 The Glory of God in Procession to Zion - A psalm of David. I - The earth is the LORD’s and all it holds, the world and those who dwell in it. For he founded it on the seas, established it over the rivers.

R/. These are the people who seek your face, O Lord.

Who may go up the mountain of the LORD? Who can stand in his holy place? “The clean of hand and pure of heart, who has not given his soul to useless things, what is vain.

R/. These are the people who seek your face, O Lord.

He will receive blessings from the LORD, and justice from his saving God. Such is the generation that seeks him, that seeks the face of the God of Jacob.” Selah

R/. These are the people who seek your face, O Lord.",repo://assets/nabre.db,,
NG|celebration|all_saints|day||,2,"ps24:1b-2,3-4ab,5-6","These are the people who seek your face, O Lord.",fallback,Catholic Daily RSVCE,,,,ps24_1b_2_3_4ab_5_6,"R/. These are the people who seek your face, O Lord.

The earth is the LORD's and the fulness thereof, the world and those who dwell therein; for he has founded it upon the seas, and established it upon the rivers.

R/. These are the people who seek your face, O Lord.

Who shall ascend the hill of the LORD? And who shall stand in his holy place? He who has clean hands and a pure heart,who does not lift up his soul to what is false, and does not swear deceitfully.

R/. These are the people who seek your face, O Lord.

He will receive blessing from the LORD, and vindication from the God of his salvation. Such is the generation of those who seek him, who seek the face of the God of Jacob.  [Selah]

R/. These are the people who seek your face, O Lord.",repo://assets/rsvce.db,ps24_1b_2_3_4ab_5_6,"R/. These are the people who seek your face, O Lord.

Psalm 24 The Glory of God in Procession to Zion - A psalm of David. I - The earth is the LORD’s and all it holds, the world and those who dwell in it. For he founded it on the seas, established it over the rivers.

R/. These are the people who seek your face, O Lord.

Who may go up the mountain of the LORD? Who can stand in his holy place? “The clean of hand and pure of heart, who has not given his soul to useless things, what is vain.

R/. These are the people who seek your face, O Lord.

He will receive blessings from the LORD, and justice from his saving God. Such is the generation that seeks him, that seeks the face of the God of Jacob.” Selah

R/. These are the people who seek your face, O Lord.",repo://assets/nabre.db,"R/. These are the people who seek your face, O Lord.

1bc The earth is the Lord’s and the fulness thereof: the world, and all they that dwell therein.
2 For he hath founded it upon the seas; and hath prepared it upon the rivers.
3 Who shall ascend into the mountain of the Lord: or who shall stand in his holy place?
4ab The innocent in hands, and clean of heart, who hath not taken his soul in vain.
5 He shall receive a blessing from the Lord, and mercy from God his Saviour.
6 This is the generation of them that seek him, of them that seek the face of the God of Jacob.

R/. These are the people who seek your face, O Lord.",https://www.catholicgallery.org/mass-reading/011124/
NG|celebration|all_saints|day||,3,ps24:1-6,Let the Lord enter; he is king of glory.,fallback,Catholic Daily RSVCE,,,,local_rsvce:expanded:6b79b254c9f7731c,"R/. Let the Lord enter; he is king of glory.

The earth is the LORD's and the fulness thereof, the world and those who dwell therein; for he has founded it upon the seas, and established it upon the rivers. Who shall ascend the hill of the LORD? And who shall stand in his holy place? He who has clean hands and a pure heart,who does not lift up his soul to what is false, and does not swear deceitfully. He will receive blessing from the LORD, and vindication from the God of his salvation. Such is the generation of those who seek him, who seek the face of the God of Jacob.  [Selah]

R/. Let the Lord enter; he is king of glory.",repo://C:/dev/catholicdaily-flutter/assets/rsvce.db,local_nabre:expanded:6b79b254c9f7731c,"R/. Let the Lord enter; he is king of glory.

Psalm 24 The Glory of God in Procession to Zion - A psalm of David. I - The earth is the LORD’s and all it holds, the world and those who dwell in it. For he founded it on the seas, established it over the rivers. Who may go up the mountain of the LORD? Who can stand in his holy place? “The clean of hand and pure of heart, who has not given his soul to useless things, what is vain. He will receive blessings from the LORD, and justice from his saving God. Such is the generation that seeks him, that seeks the face of the God of Jacob.” Selah

R/. Let the Lord enter; he is king of glory.",repo://C:/dev/catholicdaily-flutter/assets/nabre.db,,
NG|celebration|all_souls|day||,1,"ps23:1-3,4,5,6","The Lord is my shepherd, there is nothing I shall want.",exact_nigeria,Catholic Missal for Nigeria,ng:2026-11-02:responsorial-psalm:1,"R/. The Lord is my shepherd, there is nothing I shall want.

OR:  Though I should walk in the valley of the shadow of death, no evil would I fear, for you are with me.

R/. The Lord is my shepherd, there is nothing I shall want.

The Lord is my shepherd;
there is nothing I shall want.
Fresh and green are the pastures
where he gives me repose.
Near restful waters he leads me;
he revives my soul.

R/. The Lord is my shepherd, there is nothing I shall want.

‘He guides me along the right path,
for the sake of his name.
Though I should walk in the valley of the shadow of death,
no evil would I fear, for you are with me.
Your crook and your staff will give me comfort.

R/. The Lord is my shepherd, there is nothing I shall want.

OR:  Though I should walk in the valley of the shadow of death, no evil would I fear, for you are with me.

R/. The Lord is my shepherd, there is nothing I shall want.

You have prepared a table before me
 in the sight of my foes.
My head you have anointed with oil;
my cup is overflowing.

R/. The Lord is my shepherd, there is nothing I shall want.

Surely goodness and mercy shall follow me
all the days of my life.
In the Lord’s own house shall I dwell
for length of days unending.

R/. The Lord is my shepherd, there is nothing I shall want.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps23_1_3_4_5_6,"R/. The Lord is my shepherd, there is nothing I shall want.

The LORD is my shepherd, I shall not want; he makes me lie down in green pastures. He leads me beside still waters; he restores my soul.  He leads me in paths of righteousness for his name's sake.

R/. The Lord is my shepherd, there is nothing I shall want.

Even though I walk through the valley of the shadow of death, I fear no evil;for thou art with me; thy rod and thy staff, they comfort me.

R/. The Lord is my shepherd, there is nothing I shall want.

Thou preparest a table before mein the presence of my enemies; thou anointest my head with oil, my cup overflows.

R/. The Lord is my shepherd, there is nothing I shall want.

Surely goodness and mercy shall follow me all the days of my life; and I shall dwell in the house of the LORD for ever.

R/. The Lord is my shepherd, there is nothing I shall want.",repo://assets/rsvce.db,ps23_1_3_4_5_6,"R/. The Lord is my shepherd, there is nothing I shall want.

Psalm 23 The Lord, Shepherd and Host - A psalm of David. I - The LORD is my shepherd; there is nothing I lack. In green pastures he makes me lie down; to still waters he leads me; he restores my soul. He guides me along right paths for the sake of his name.

R/. The Lord is my shepherd, there is nothing I shall want.

Even though I walk through the valley of the shadow of death, I will fear no evil, for you are with me; your rod and your staff comfort me.

R/. The Lord is my shepherd, there is nothing I shall want.

You set a table before me in front of my enemies; You anoint my head with oil; my cup overflows.

R/. The Lord is my shepherd, there is nothing I shall want.

Indeed, goodness and mercy will pursue me all the days of my life; I will dwell in the house of the LORD for endless days.

R/. The Lord is my shepherd, there is nothing I shall want.",repo://assets/nabre.db,,
NG|celebration|all_souls|day||,2,"ps23:1-3a,3b-4,5,6",The Lord is my shepherd; there is nothing I shall want.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-03-15:responsorial-psalm:1,"R/. The Lord is my shepherd; there is nothing I shall want.

The Lord is my shepherd;
there is nothing I shall want.
Fresh and green are the pastures
where he gives me repose.
Near restful waters he leads me;
he revives my soul.

R/. The Lord is my shepherd; there is nothing I shall want.

He guides me along the right path,
for the sake of his name.
Though I should walk in the valley
of the shadow of death,
no evil would I fear,
for you are with me.
Your crook and your staff
will give me comfort.

R/. The Lord is my shepherd; there is nothing I shall want.

You have prepared a table before me
in the sight of my foes.
My head you have anointed with oil;
my cup is overflowing.

R/. The Lord is my shepherd; there is nothing I shall want.

Surely goodness and mercy shall follow me
all the days of my life.
In the Lord’s own house shall I dwell
for length of days unending.

R/. The Lord is my shepherd; there is nothing I shall want.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps23_1_3a_3b_4_5_6,"R/. The Lord is my shepherd; there is nothing I shall want.

The LORD is my shepherd, I shall not want; he makes me lie down in green pastures. He leads me beside still waters; he restores my soul.  He leads me in paths of righteousness for his name's sake.

R/. The Lord is my shepherd; there is nothing I shall want.

he restores my soul.  He leads me in paths of righteousness for his name's sake. Even though I walk through the valley of the shadow of death, I fear no evil;for thou art with me; thy rod and thy staff, they comfort me.

R/. The Lord is my shepherd; there is nothing I shall want.

Thou preparest a table before mein the presence of my enemies; thou anointest my head with oil, my cup overflows.

R/. The Lord is my shepherd; there is nothing I shall want.

Surely goodness and mercy shall follow me all the days of my life; and I shall dwell in the house of the LORD for ever.

R/. The Lord is my shepherd; there is nothing I shall want.",repo://assets/rsvce.db,ps23_1_3a_3b_4_5_6,"R/. The Lord is my shepherd; there is nothing I shall want.

Psalm 23 The Lord, Shepherd and Host - A psalm of David. I - The LORD is my shepherd; there is nothing I lack. In green pastures he makes me lie down; to still waters he leads me; he restores my soul. He guides me along right paths for the sake of his name.

R/. The Lord is my shepherd; there is nothing I shall want.

he restores my soul. He guides me along right paths for the sake of his name. Even though I walk through the valley of the shadow of death, I will fear no evil, for you are with me; your rod and your staff comfort me.

R/. The Lord is my shepherd; there is nothing I shall want.

You set a table before me in front of my enemies; You anoint my head with oil; my cup overflows.

R/. The Lord is my shepherd; there is nothing I shall want.

Indeed, goodness and mercy will pursue me all the days of my life; I will dwell in the house of the LORD for endless days.

R/. The Lord is my shepherd; there is nothing I shall want.",repo://assets/nabre.db,"R/. The Lord is my shepherd; there is nothing I shall want.

or
1 The Lord ruleth me: and I shall want nothing.
2 He hath set me in a place of pasture. He hath brought me up, on the water of refreshment:
3a He hath converted my soul.
or
3b He hath led me on the paths of justice, for his own name’s sake.
4 For though I should walk in the midst of the shadow of death, I will fear no evils, for thou art with me. Thy rod and thy staff, they have comforted me.
or
5 Thou hast prepared a table before me against them that afflict me. Thou hast anointed my head with oil; and my chalice which inebriateth me, how goodly is it!
or
6 And thy mercy will follow me all the days of my life. And that I may dwell in the house of the Lord unto length of days.
or

R/. The Lord is my shepherd; there is nothing I shall want.",https://www.catholicgallery.org/mass-reading/021124/
